Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4JsMpgsep6XpuHSzKCTxCz,"Ave Maria, D. 839","Sacred Songs","Franz Schubert;Renée Fleming;Royal Philharmonic Orchestra;Andreas Delfs",2005-01-01,256573,43,false,yuf8m40bafql87jwxb236yybx,2020-09-29T16:17:58Z,"chamber music,classical,classical piano,opera,orchestral","Decca Music Group Ltd.",0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.891,4
spotify:track:03sUk4wYNWGMMBw2wDV3Uv,"Schubert: Ave Maria","Viaggio Italiano","Franz Schubert;Andrea Bocelli;Academy Of Choir Art Of Russia;Moscow Radio Symphony Orchestra;Vladimir Fedoseyev",1995-01-01,266160,37,false,yuf8m40bafql87jwxb236yybx,2020-09-29T16:18:04Z,"chamber music,classical,classical piano,opera","Decca Music Group Ltd.",0.176,0.275,10,-14.729,1,0.0371,0.968,0.000177,0.106,0.087,103.964,4
spotify:track:7cV0F4hDyfKunAkWODwHS7,"Ellens Gesang III, Op. 52 No. 6, D. 839 ""Ave Maria"" (Hymne an die Jungfrau): Ellen's Gesang III [Ave Maria!], Op. 56, No. 6, D. 839, ""Hymne an die Jungfrau""","Choral Concert: Zürich Boys Choir - Bach, J.S. / Gounod, C.-F. / Bruckner, A. / Franck, C. / Verdi, G. / Schutz, H. / Mozart, W.A.","Franz Schubert;Daniel Perret;Praxedis Hug-Rütti;Daniel Winiger",2009-09-29,251866,2,false,yuf8m40bafql87jwxb236yybx,2020-09-29T16:18:24Z,"chamber music,classical,classical piano","Tudor",0.217,0.0462,10,-23.164,1,0.0397,0.977,0.072,0.101,0.0384,138.293,5
spotify:track:3eLlW0GegkXy3o92t51xaJ,"Schubert: Ave Maria, Op. 52 No. 6, D. 839","Schubert: Ave Maria, Die Forelle, Heidenröslein & Other Lieder","Franz Schubert;Barbara Bonney;Geoffrey Parsons",1994,379053,48,false,yuf8m40bafql87jwxb236yybx,2020-09-29T16:19:55Z,"chamber music,classical,classical piano,requiem,opera,choral","Warner Classics International",0.206,0.058,10,-20.467,1,0.0441,0.99,0.000573,0.09,0.0479,176.377,3
